"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7021","@smoke home page title test","chromium","2026-07-01","passed","2026-07-01","","homePage_Fixture.spec.ts","",""
"","3392","@smoke LoginTest","chromium","2026-07-01","passed","2026-07-01","","loginPage_Fixture.spec.ts","",""
"","6695","@smoke user is able to login","chromium","2026-07-01","passed","2026-07-01","","loginPage_Fixture.spec.ts","",""
