"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42900","@smoke home page title test","chromium","2026-06-30","broken","2026-06-30","","homePage_Fixture.spec.ts","",""
"","40185","@smoke user is able to login","chromium","2026-06-30","broken","2026-06-30","","loginPage_Fixture.spec.ts","",""
"","40230","@smoke LoginTest","chromium","2026-06-30","broken","2026-06-30","","loginPage_Fixture.spec.ts","",""
