"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6765","@smoke user is able to login","chromium","2026-06-29","passed","2026-06-29","","loginPage_Fixture.spec.ts","",""
"","6738","@smoke home page title test","chromium","2026-06-29","passed","2026-06-29","","homePage_Fixture.spec.ts","",""
"","3106","@smoke LoginTest","chromium","2026-06-29","passed","2026-06-29","","loginPage_Fixture.spec.ts","",""
